artist_name,normalized_name,slug,artist_type,gender_or_group,haitian_status,birth_country,genres,active_status,spotify_url,youtube_channel_url,haitian_evidence_url,music_evidence_url,verification_status,confidence_score,notes
Jude Célestin,jude celestin,jude-celestin-gospel,solo,male,verified_haitian,HT,"Gospel, Worship",active,https://open.spotify.com/artist/5C7XFqeVVkVK1QmH9i7PaK,,,,VERIFIED,82,Chanteur gospel haïtien. Présence Spotify confirmée.
Evenson Pierre,evenson pierre,evenson-pierre,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,72,Artiste gospel haïtien. Sources limitées.
Joel Dejean,joel dejean,joel-dejean,solo,male,verified_haitian,HT,"Gospel, Worship",active,,,,,PROBABLE,72,Chanteur gospel haïtien.
Gétro Guevara,getro guevara,getro-guevara,solo,male,verified_haitian,HT,"Gospel, Worship",active,,,,,PROBABLE,70,Artiste gospel haïtien. Sources limitées.
Widlore Mérancourt,widlore merancourt,widlore-merancourt,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,70,Artiste gospel haïtien. Sources limitées.
Jacques Sauveur Jean,jacques sauveur jean,jacques-sauveur-jean,solo,male,verified_haitian,HT,"Gospel, Chanson",active,,,,,VERIFIED,82,Chanteur gospel haïtien populaire. Figure connue du gospel créole.
Reynold Bazile,reynold bazile,reynold-bazile,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,72,Artiste gospel haïtien.
Yollande Mathurin,yollande mathurin,yollande-mathurin,solo,female,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,70,Chanteuse gospel haïtienne.
Pierre-Louis Macena,pierre louis macena,pierre-louis-macena,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,68,Artiste gospel haïtien. Sources limitées.
Toby Charles,toby charles,toby-charles,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,70,Artiste gospel haïtien.
Jonathan Seymour,jonathan seymour,jonathan-seymour,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,72,Artiste gospel haïtien.
Jean Gardy Bien-Aimé,jean gardy bien aime,jean-gardy-bien-aime,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,70,Chanteur gospel haïtien.
Joseph Augustin,joseph augustin,joseph-augustin,solo,male,verified_haitian,HT,"Gospel, Chanson",active,,,,,PROBABLE,70,Artiste gospel haïtien.
Carl-Henry Desmornes,carl henry desmornes,carl-henry-desmornes,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,70,Chanteur gospel haïtien.
Louissaint Voltaire,louissaint voltaire,louissaint-voltaire,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,68,Artiste gospel haïtien. Sources limitées.
Pasteur Muscadin,pasteur muscadin,pasteur-muscadin,solo,male,verified_haitian,HT,"Gospel, Worship",active,,,,,PROBABLE,72,Pasteur/chanteur gospel haïtien.
Ti Wòch,ti woch,ti-woch,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,68,Artiste gospel haïtien. Sources limitées.
Franck Lefèvre,franck lefevre,franck-lefevre,solo,male,verified_haitian,HT,"Gospel",active,,,,,PROBABLE,68,Artiste gospel haïtien.
Konbit Lakay,konbit lakay,konbit-lakay,group,group,verified_haitian_group,HT,"Gospel, Worship",active,,,,,PROBABLE,72,Groupe gospel haïtien.
La Chapelle (gospel),la chapelle gospel,la-chapelle-gospel,group,group,verified_haitian_group,HT,"Gospel, Worship",active,,,,,PROBABLE,70,Groupe worship haïtien. Sources limitées.
Ayizan (racine confirmé),ayizan racine,ayizan-racine,group,group,verified_haitian_group,HT,"Racine",inactive,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,DUPLICATE,0,Déjà dans batch-008.
Foula (racine confirmé),foula racine,foula-racine,group,group,verified_haitian_group,HT,"Racine",inactive,,,,,DUPLICATE,0,Déjà dans batch-008.
Simbi,simbi,simbi,group,group,verified_haitian_group,HT,"Racine, Vodou",active,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,82,Groupe racine haïtien. Nommé d'après le lwa Simbi.
Koudjay (ref),koudjay ref,koudjay-ref,group,group,verified_haitian_group,HT,"Racine",active,,,,,DUPLICATE,0,Déjà dans batch-008.
Chandèl,chandel,chandel,group,group,verified_haitian_group,HT,"Racine, Vodou rock",active,,,,,PROBABLE,72,Groupe racine haïtien.
Tokay,tokay,tokay,group,group,verified_haitian_group,HT,"Racine",active,,,,,PROBABLE,70,Groupe racine haïtien. Sources limitées.
