artist_name,normalized_name,slug,artist_type,gender_or_group,haitian_status,birth_country,genres,active_status,spotify_url,youtube_channel_url,haitian_evidence_url,music_evidence_url,verification_status,confidence_score,notes
Bigga Haitian,bigga haitian,bigga-haitian,solo,male,verified_haitian,HT,"Reggae, Dancehall",active,,,https://en.wikipedia.org/wiki/Bigga_Haitian,https://en.wikipedia.org/wiki/Bigga_Haitian,VERIFIED,92,Charles Andre Dorismond. Born November 4 1964. Wikipedia confirmed Haitian musician.
D-Magic Rappeur Haiti,d magic rappeur haiti,d-magic-rappeur-haiti,solo,male,verified_haitian,HT,"Rap Kreyòl",active,,,https://en.wikipedia.org/wiki/D-Magic_Rappeur_Haiti,https://en.wikipedia.org/wiki/D-Magic_Rappeur_Haiti,VERIFIED,90,Djerousny Germain. Born October 1 1997 Lestere Haiti. Wikipedia confirmed.
Tha Rapper Haiti,tha rapper haiti,tha-rapper-haiti,solo,male,verified_haitian_diaspora,HT,"Rap Kreyòl, Hip-Hop",active,,,https://en.wikipedia.org/wiki/Tha_Rapper_Haiti,https://www.digitalmusicnews.com/2025/03/21/tha-rapper-haiti-the-voice-of-a-new-creole-rap-generation/,VERIFIED,90,James Prospere. Born November 5 1996 Port-au-Prince. Wikipedia + Digital Music News.
Dominique Fils-Aimé,dominique fils aime,dominique-fils-aime,solo,female,verified_haitian_diaspora,CA,"Jazz, Neo-soul",active,https://open.spotify.com/artist/6dfrVwR4GLcl8i7VUKi3MG,,https://madamenoire.com/1484503/dominique-fils-aime-the-haitian-canadian-star-redefining-jazz/,https://en.wikipedia.org/wiki/Dominique_Fils-Aim%C3%A9,VERIFIED,93,Montreal-based Haitian-Canadian. JUNO Award winner. Polaris Prize nominated. Wikipedia.
Leyla McCalla,leyla mccalla,leyla-mccalla,solo,female,verified_haitian_diaspora,US,"Folk, Classical, Creole",active,https://open.spotify.com/artist/3iW8oYSqYQoTqsS0lVJ1kF,,https://www.wnyc.org/story/5107-the-haitian-diaspora/,https://en.wikipedia.org/wiki/Leyla_McCalla,VERIFIED,93,Haitian-American. Carolina Chocolate Drops. Grammy award-winning. Wikipedia confirmed.
Wesli,wesli,wesli,solo,male,verified_haitian_diaspora,HT,"World, Reggae, Afro",active,https://open.spotify.com/artist/7eKBydOVCpXe27tLxq7eSq,,https://www.wnyc.org/story/5107-the-haitian-diaspora/,https://www.putumayo.com/wesli,VERIFIED,92,Haitian-Canadian. JUNO Award 2019 World Music. Born Haiti. Putumayo confirmed.
Nathalie Joachim,nathalie joachim,nathalie-joachim,solo,female,verified_haitian_diaspora,US,"Classical, Electronic, Creole",active,https://open.spotify.com/artist/6gJ7M6rdKVuLsqwGvFXdKy,,https://www.wnyc.org/story/5107-the-haitian-diaspora/,,VERIFIED,88,Haitian-American composer/flutist. WNYC Haitian Diaspora feature.
Gracia Delva,gracia delva,gracia-delva,solo,male,verified_haitian,HT,"Compas",active,,,https://www.last.fm/music/Gracia+Delva/+wiki,https://lenouvelliste.com/en/article/259133/mass-konpa-la-base-de-gracia-delva,VERIFIED,88,Born Nov 20 1973 Marchand Dessalines. Lead singer Mass Konpa. Wikidata Q24578978.
Sarodj Bertin,sarodj bertin,sarodj-bertin-music,solo,female,verified_haitian,HT,"Pop, Reggaeton, Latin",active,,,https://en.wikipedia.org/wiki/Sarodj_Bertin,https://sarodjmusic.com/,VERIFIED,85,Born Port-au-Prince April 4 1986. Recording artist. Wikipedia + official music site.
Tonton Bicha,tonton bicha,tonton-bicha-verified,solo,male,verified_haitian,HT,"Compas, Humor",active,https://open.spotify.com/artist/2SnRjLeHOYpq15cE2HLSbP,,,https://open.spotify.com/artist/2SnRjLeHOYpq15cE2HLSbP,VERIFIED,80,Haitian comedian/musician with active Spotify discography.
Fresh La,fresh la,fresh-la,solo,male,verified_haitian,HT,"Rabòday",active,,,https://www.cbc.ca/arts/interruptthisprogram/freshla-king-of-raboday-1.3321333,https://en.wikipedia.org/wiki/Rab%C3%B2day,VERIFIED,92,King of Rabòday. Leader of Vwadèzil. CBC feature + Wikipedia Rabòday article.
Obed Calvaire,obed calvaire,obed-calvaire,solo,male,verified_haitian_diaspora,HT,"Jazz",active,https://open.spotify.com/artist/6KWyKc2sINBeTvNs2gVW9u,,https://www.theguardian.com/music/article/2024/may/17/haitian-music-cecile-mclorin-salvant-obed-calvaire-jowee-omicil,,VERIFIED,88,Jazz drummer. Haitian. The Guardian Haitian music feature.
Black Alex,black alex,black-alex,solo,male,verified_haitian,HT,"Rap Kreyòl",inactive,,,https://en.wikipedia.org/wiki/Haitian_hip-hop,,VERIFIED,82,Haitian rapper. Mentioned in Wikipedia Haitian hip-hop article. Deceased.
Rockfam,rockfam,rockfam,group,group,verified_haitian_group,HT,"Rap Kreyòl",active,,,https://en.wikipedia.org/wiki/Haitian_hip-hop,,VERIFIED,84,Haitian rap group. Wikipedia Haitian hip-hop.
King Posse,king posse,king-posse,group,group,verified_haitian_group,HT,"Rap Kreyòl",inactive,,,https://en.wikipedia.org/wiki/Haitian_hip-hop,,VERIFIED,82,Early Haitian rap group. Wikipedia Haitian hip-hop.
Frantz Casseus,frantz casseus,frantz-casseus,solo,male,verified_haitian,HT,"Classical Guitar",inactive,,,https://en.wikipedia.org/wiki/Frantz_Casseus,https://en.wikipedia.org/wiki/Frantz_Casseus,VERIFIED,94,1915-1993. Haitian-American guitarist/composer. Smithsonian Folkways. Wikipedia confirmed.
Ludovic Lamothe,ludovic lamothe,ludovic-lamothe,solo,male,verified_haitian,HT,"Classical, Piano",inactive,,,https://en.wikipedia.org/wiki/Ludovic_Lamothe,https://en.wikipedia.org/wiki/Ludovic_Lamothe,VERIFIED,94,1882-1953. Haitian classical pianist/composer. The Black Chopin. Wikipedia.
Justin Elie,justin elie,justin-elie,solo,male,verified_haitian,HT,"Classical",inactive,,,https://en.wikipedia.org/wiki/Justin_Elie,https://en.wikipedia.org/wiki/Justin_Elie,VERIFIED,92,1883-1931. Haitian classical composer. Wikipedia confirmed.
Occide Jeanty,occide jeanty,occide-jeanty,solo,male,verified_haitian,HT,"Classical, Military",inactive,,,https://en.wikipedia.org/wiki/Occide_Jeanty,https://en.wikipedia.org/wiki/Occide_Jeanty,VERIFIED,92,1860-1936. Haitian musician. Director of military band. Wikipedia.
Emerante de Pradines,emerante de pradines,emerante-de-pradines,solo,female,verified_haitian,HT,"Folk, Vodou",inactive,,,https://en.wikipedia.org/wiki/Emerante_de_Pradines,https://en.wikipedia.org/wiki/Emerante_de_Pradines,VERIFIED,93,1926-2017. Haitian folklorist/singer. Smithsonian Folkways. Wikipedia.
Althiery Dorival,althiery dorival,althiery-dorival-tiparis,solo,male,verified_haitian,HT,"Twoubadou",inactive,,,https://en.wikipedia.org/wiki/Ti_Paris,,DUPLICATE,0,Same person as Ti Paris already in batch-001.
